database_name,database_position,database_age,database_ca,database_pa,database_nationality,database_club,database_uid,角球,传中,盘带,射门,接球,任意球,头球,远射,界外球,盯人,传球,罚点球,抢断,技术,侵略性,预判,勇敢,镇定,集中,决断,意志力,想象力,领导力,无球跑动,防守站位,团队合作,视野,工作投入,爆发力,灵活,平衡,弹跳,体质,速度,耐力,强壮,稳定,肮脏,大赛,伤病,多样,制空能力,拦截传中,沟通,神经指数,手控球,大脚开球,一对一,反应,出击,击球倾向,手抛球的能力,适应性,雄心,争论,忠诚,抗压能力,职业,体育道德,情绪控制,GK,DL,DC,DR,WBL,WBR,DM,ML,MC,MR,AML,AMC,AMR,ST,身高,左脚,右脚,身价（欧元）,当前声望,本国声望,世界声望,种族,RCA,肤色,出生日期,国家队出场,国家队进球,工资（欧元）,UID,防守,身体,速度_2,创造,进攻,技术_2,制空,精神,拦截射门,身体_2,速度_3,精神_2,指挥防守,意外性,制空_2,大脚,球员习惯,二维码&球员名片&扫码填写评价
Francisco Trincão,M/AM RC,25,154,165,Portugal,Sporting Clube de Portugal,83137935,15,15,16,15,16,14,9,15,4,6,16,13,8,17,10,13,11,16,13,14,13,15,12,14,8,12,17,13,14,15,16,12,15,13,14,11,13,5,12,5,8,2,3,1,2,3,2,2,2,3,1,3,8,12,6,12,14,15,12,18,1,1,1,1,1,1,1,10,10,16,14,19,20,13,184,20,10,"£51,852,408",7450,7250,6000,MediterraneanHispanic,153,4,36523,11,2,"£64,638",83137935,7.33333333333333,14,13.5,16,15,16.3333333333333,10.5,12.6666666666667,2,14,13.5,12.6666666666667,2,2,2.5,2.5,"远射
角度刁钻的射门
从右路内切",#NAME?
Serge Gnabry,AM RLC,30,154,165,"Germany,Ivory Coast",FC Bayern München,28066083,12,11,15,14,14,12,11,15,6,8,13,12,9,15,11,15,12,13,10,12,12,15,12,16,8,12,13,12,15,14,12,8,10,14,13,11,12,6,13,14,15,2,1,1,2,2,2,1,2,2,2,4,12,13,11,14,10,11,14,13,1,1,1,5,10,12,1,15,11,15,20,18,19,15,176,16,20,"£31,215,150",7700,7700,7200,MixedRace,144,13,34894,51,22,"£281,754",28066083,8.33333333333333,12.5,14.5,13.6666666666667,14.3333333333333,14.6666666666667,9.5,12.1666666666667,1.5,12.5,14.5,12.1666666666667,1,2,2,3,"跑肋部空间接球
大力射门
喜欢从双侧内切",#NAME?
Khéphren Thuram,DM/M C,24,154,163,"France,Guadeloupe",Juventus,49038952,6,10,15,11,15,7,12,14,8,12,15,9,14,15,14,14,14,14,14,14,17,14,12,15,13,15,14,15,14,14,16,15,16,15,15,16,15,6,15,6,16,1,2,3,1,1,1,2,2,3,2,1,13,15,8,15,15,16,13,15,1,1,1,1,1,1,19,1,20,1,1,13,1,1,192,10,20,"£51,657,096",7700,7250,6950,AfricanCaribbean,155,15,36976,1,0,"£61,491",49038952,13,15.25,14.5,14.3333333333333,13.3333333333333,15,13.5,14.6666666666667,2,15.25,14.5,14.6666666666667,2.5,1,1,1,"插入对方禁区
角度刁钻的射门
撞墙式配合
经常带球",#NAME?
Ferland Mendy,D/WB L,30,154,160,"France,Senegal,Guinea-Bissau",R. Madrid,85133751,5,13,13,7,13,5,10,11,13,14,12,7,14,13,14,15,17,13,12,12,15,13,6,13,15,15,12,17,16,15,16,11,15,16,16,15,13,8,13,14,15,3,2,2,2,2,4,1,3,2,1,4,12,16,9,12,12,14,10,12,1,20,12,12,16,9,1,1,1,1,1,1,1,1,180,20,14,"£32,249,346",7700,7750,7200,AfricanCaribbean,153,16,34858,10,0,"£172,367",85133751,14.3333333333333,15.5,16,12.3333333333333,11,13,10.5,14.3333333333333,2,15.5,16,14.3333333333333,2,2,2.5,4,"有机会就前插
从左路内切",#NAME?
Robin Le Normand,D C,28,154,160,"Spain,France,Pays Basque",A. Madrid,48037162,7,7,9,7,12,9,15,10,8,14,14,9,16,14,14,15,14,13,14,15,14,8,14,7,14,15,8,14,13,13,13,16,16,14,15,16,13,9,12,11,18,2,1,3,2,3,4,3,1,2,3,1,7,11,5,12,9,16,14,12,1,1,20,1,1,1,1,1,1,1,1,1,1,1,187,10,20,"£51,008,768",7700,7700,7000,NorthernEuropean,152,4,35380,23,1,"£84,507",48037162,14.6666666666667,14.25,13.5,10,9,11.6666666666667,15.5,14.5,2,14.25,13.5,14.5,2,2,2.5,2.5,倒地铲球,#NAME?
Evan N'Dicka,D C,25,154,158,"Ivory Coast,France,Cameroon",Associazione Sportiva Roma,48032198,5,10,12,7,12,5,15,5,13,15,12,7,16,13,15,16,16,14,14,13,16,8,11,8,15,13,11,13,14,13,15,16,18,15,16,16,15,10,15,7,9,3,1,2,1,3,2,1,3,1,2,1,11,17,7,12,13,12,13,13,1,12,20,1,10,1,10,1,1,1,1,1,1,1,190,20,10,"£44,489,364",7700,7250,5750,AfricanCaribbean,154,17,36392,20,0,"£85,257",48032198,15.3333333333333,15,14.5,10.3333333333333,9.66666666666667,12.3333333333333,15.5,14.6666666666667,2,15,14.5,14.6666666666667,1.5,1,3,1.5,,#NAME?
Manuel Akanji,D RC,30,154,157,"Switzerland,Nigeria",Manchester City,98031331,4,8,11,7,13,9,14,11,12,14,14,8,15,12,13,14,16,16,14,14,14,9,10,9,14,14,12,13,14,13,13,15,13,15,15,17,13,8,15,12,13,3,2,2,2,3,2,2,1,2,3,3,12,16,6,11,13,17,14,12,1,14,20,15,1,8,13,1,12,1,1,1,1,1,187,13,20,"£45,360,000",7700,7750,7250,MixedRace,153,12,34899,71,3,"£130,000",98031331,14.3333333333333,14.5,14.5,11.6666666666667,10.6666666666667,12,14.5,14.3333333333333,1.5,14.5,14.5,14.3333333333333,2,2,3,2.5,"大力射门
把球带出防守区域",#NAME?
Alex Meret,GK ,28,154,155,Italy,Parthenope,43140326,6,1,3,2,8,8,7,1,2,2,9,2,3,9,8,15,14,14,14,14,12,3,9,3,15,15,5,12,11,18,14,16,13,12,13,13,14,3,12,11,16,14,14,15,5,16,10,15,17,12,11,11,7,13,3,15,13,16,16,12,20,1,1,1,1,1,1,1,1,1,1,1,1,1,192,20,6,"£17,284,136",7700,7650,6100,MediterraneanHispanic,152,2,35511,3,0,"£76,947",43140326,6.66666666666667,14.5,11.5,5.66666666666667,6.33333333333333,6.66666666666667,11.5,14,16,14.5,11.5,14,14.5,5,15,10.5,,#NAME?
Amir Rrahmani,D C,31,154,155,"Kosovo,Albania",Parthenope,11023165,5,8,8,9,11,6,16,8,11,15,12,7,16,10,15,15,16,15,15,14,15,4,11,10,15,15,11,16,12,11,15,16,14,13,17,16,14,12,13,8,12,1,2,1,3,1,2,2,3,2,1,1,12,14,6,13,14,15,10,12,1,11,20,11,1,1,1,1,1,1,1,1,1,1,192,12,20,"£300,000,000",7700,6500,6150,NorthernEuropean,154,5,34389,64,7,"£53,348",11023165,15.3333333333333,14.75,12.5,9,11.3333333333333,9.66666666666667,16,15,2.5,14.75,12.5,15,1.5,3,1,1.5,,#NAME?
Savinho,AM RL,21,153,-9,Brazil,Manchester City,2000011972,13,14,17,12,18,12,3,10,12,5,14,10,4,17,8,13,9,13,12,14,15,18,10,15,5,12,15,14,17,17,14,8,13,16,13,7,13,8,12,8,12,3,3,3,1,3,1,2,1,1,1,2,12,13,8,11,14,12,13,13,1,1,1,1,1,1,1,14,1,14,20,12,19,12,173,20,7,"£77,014,666",7800,7800,7000,MixedRace,150,13,38087,7,1,"£120,000",2000011972,4.66666666666667,12.75,16.5,15.6666666666667,13.3333333333333,17.3333333333333,5.5,12.5,1.5,12.75,16.5,12.5,3,1,3,1.5,"趟球变向加速过人
避免使用弱势脚
经常带球
从右路内切",#NAME?
Ronald Araujo,D C,26,153,175,"Uruguay,Spain",Barcelona,78085068,5,7,10,11,10,7,16,10,10,16,11,13,17,12,16,13,18,11,12,11,16,9,15,10,13,16,11,17,14,13,12,16,13,16,15,18,11,11,10,15,13,1,3,3,2,1,2,2,1,2,2,2,16,15,8,14,10,16,12,12,1,1,20,14,1,5,7,1,1,1,1,1,1,1,188,10,20,"£33,075,348",7500,8250,7000,MixedRace,152,10,36226,23,1,"£207,193",78085068,15.3333333333333,14.5,15,10.3333333333333,10.6666666666667,10.6666666666667,16,14.3333333333333,1.5,14.5,15,14.3333333333333,3,2,1,2,不喜欢传身后球,#NAME?
David Alaba,D/WB LC,33,153,174,"Austria,Philippines,Nigeria",R. Madrid,16010162,12,12,12,10,15,15,13,14,13,14,16,14,13,15,13,14,12,14,14,14,16,12,15,14,15,15,13,14,14,12,14,11,15,14,14,13,14,8,15,15,19,1,1,3,1,1,1,3,3,3,3,1,12,17,10,14,15,15,12,10,1,20,19,1,17,1,13,12,14,1,8,8,1,1,180,20,10,"£12,493,967",7650,8050,7150,SouthEastAsian,149,15,33779,107,15,"£372,911",16010162,14,13.25,14,13.6666666666667,12.6666666666667,14,12,14.1666666666667,3,13.25,14,14.1666666666667,2,1,1,1,"弧线球射门
利用脚下技术将球带出危险区
不喜欢倒地铲球
长距离传球",#NAME?
Alejandro Balde,D/WB L,21,153,170,"Spain,Guinea-Bissau,Dominican Republic",Barcelona,67296654,8,13,15,10,14,9,7,11,10,11,14,8,11,14,13,14,13,12,13,12,14,13,7,15,12,14,14,14,17,17,12,8,15,17,15,11,13,8,13,10,15,3,1,2,2,3,1,3,3,3,2,2,12,14,5,14,10,14,14,15,1,20,1,10,19,10,1,14,1,8,14,1,8,1,175,20,10,"£86,606,480",7650,7650,6650,AfricanCaribbean,140,13,37912,7,0,"£73,025",67296654,11.3333333333333,13.75,17,13.6666666666667,12.3333333333333,14.3333333333333,7.5,13.3333333333333,3,13.75,17,13.3333333333333,1.5,2,3,1.5,"沿左路带球突进
有机会就前插
趟球变向加速过人
拉边",#NAME?
Leon Goretzka,DM/M C,30,153,170,Germany,FC Bayern München,91104807,10,11,12,12,14,12,16,15,8,12,15,12,14,14,15,16,16,13,14,13,16,12,14,16,12,16,14,17,12,11,16,16,12,14,16,17,14,10,14,13,18,2,2,1,2,3,3,2,2,1,2,1,8,15,12,18,12,16,14,8,1,8,13,10,8,10,18,10,20,12,10,15,12,8,189,9,20,"£25,137,270",7650,7650,7150,NorthernEuropean,152,4,34736,61,15,"£281,754",91104807,12.6666666666667,15,13,13.6666666666667,13.6666666666667,13.3333333333333,16,15.1666666666667,2,15,13,15.1666666666667,1.5,2,2.5,2,"插入对方禁区
大力射门",#NAME?
Wojciech Szczęsny,GK ,35,153,170,Poland,Barcelona,28009478,4,3,2,3,10,6,6,3,3,3,11,7,3,8,12,13,15,16,11,12,14,7,16,4,14,10,10,11,10,14,11,17,12,12,12,15,14,5,14,8,12,15,15,14,13,17,16,16,17,17,8,13,17,14,10,14,15,15,12,14,20,1,1,1,1,1,1,1,1,1,1,1,1,1,195,8,20,"£9,263,113",7500,8250,7000,NorthernEuropean,152,2,32981,84,0,"£51,852",28009478,6.66666666666667,13,11,9.33333333333333,7.66666666666667,6.66666666666667,11.5,12.5,16.5,13,11,12.5,14.5,13,16,14.5,,#NAME?
Xavi Simons,M/AM RLC,22,153,170,"Netherlands,Spain,Suriname",Tottenham Hotspur,67288555,13,11,17,12,16,13,9,14,5,8,16,13,9,16,15,13,12,14,12,13,17,16,10,13,9,13,16,13,15,16,12,10,15,14,15,10,14,13,16,6,17,4,1,2,1,3,3,3,1,1,1,3,16,18,16,6,12,8,6,7,1,1,1,1,1,1,10,14,19,14,17,20,17,14,179,10,20,"£78,240,000",7650,7500,6750,AfricanCaribbean,149,12,37732,28,5,"£200,000",67288555,8.66666666666667,13.25,14.5,16,13,16.3333333333333,9.5,13.3333333333333,2,13.25,14.5,13.3333333333333,1.5,1,3.5,3,"与裁判争论
鼓动观众情绪
喜欢连续过多人
经常带球",#NAME?
Riccardo Calafiori,D LC,23,153,169,Italy,Arsenal,43424738,4,12,13,8,14,6,14,12,13,14,15,7,15,14,15,18,13,15,14,15,15,13,9,12,15,16,13,14,14,13,14,14,15,14,14,13,15,11,14,13,10,1,1,4,3,1,1,2,1,1,3,3,14,14,8,12,16,17,15,12,1,19,20,9,14,7,10,12,9,5,1,1,1,1,183,20,10,"£68,983,334",7650,7650,6750,MediterraneanHispanic,153,2,37395,9,0,"£65,000",43424738,14.6666666666667,13.5,14,13.6666666666667,11.6666666666667,13.6666666666667,14,15.1666666666667,1.5,13.5,14,15.1666666666667,2.5,3,1,2,"经常带球
把球带出防守区域",#NAME?
Pablo Barrios,DM/M C,22,153,166,Spain,A. Madrid,2000125958,10,11,13,12,13,11,7,15,10,12,15,12,13,15,14,13,15,13,14,15,16,14,14,15,13,15,15,15,14,14,12,10,13,14,15,12,14,12,12,11,15,1,1,2,2,1,1,2,1,2,1,3,12,16,6,15,14,15,10,10,1,1,1,1,1,1,18,1,20,11,1,14,8,1,181,12,20,"£103,140,480",7500,7500,6500,MediterraneanHispanic,152,4,37787,1,0,"£65,578",2000125958,12.6666666666667,13.25,14,14.6666666666667,13.3333333333333,13.6666666666667,8.5,14.6666666666667,1.5,13.25,14,14.6666666666667,1.5,2,1,2,"经常尝试传身后球
远射
控制节奏
后排插上进攻
经常带球",#NAME?
Takefusa Kubo,M/AM RC,24,153,166,Japan,Real San Sebastián,45104608,14,13,17,14,16,12,7,11,8,6,15,10,6,16,8,15,12,14,14,16,15,15,7,14,7,15,16,14,14,15,15,7,10,13,14,11,15,6,15,10,11,2,2,3,3,1,3,2,1,1,1,1,14,13,7,11,13,15,15,14,1,1,1,1,1,1,1,10,12,16,10,20,18,15,173,20,11,"£64,225,668",7600,7000,6600,EastAsian,150,7,37046,44,7,"£36,256",45104608,6.33333333333333,13.75,13.5,15.3333333333333,14,16.3333333333333,7,14.5,1.5,13.75,13.5,14.5,2.5,3,1.5,2,"喜欢连续过多人
经常带球
从右路内切",#NAME?
Kim Min-Jae,D C,28,153,165,South Korea,FC Bayern München,89063073,3,7,10,6,12,3,15,7,8,16,14,7,16,12,16,16,17,13,12,12,18,8,13,8,16,12,13,16,14,12,16,16,15,14,13,16,13,12,12,10,8,2,4,4,3,3,1,2,1,3,1,2,17,18,8,10,12,17,12,10,1,5,20,8,1,1,1,1,1,1,1,1,1,1,190,12,20,"£42,525,456",7650,8500,7500,EastAsian,152,7,35384,63,4,"£198,885",89063073,16,14.25,14,11.6666666666667,9,11.3333333333333,15.5,14.5,1.5,14.25,14,14.5,4,3,2.5,1.5,,#NAME?
"Lucas Hernández(Paris Saint-Germain,France,Spain)",D LC,29,153,165,"France,Spain",Paris Saint-Germain,67197145,6,13,12,6,14,8,14,7,12,16,14,7,16,13,18,15,17,14,13,14,17,11,13,13,16,15,12,15,13,12,15,14,13,13,14,15,14,12,15,12,14,2,2,3,2,2,1,1,1,3,1,1,12,16,16,11,13,12,12,7,1,19,20,10,14,1,1,1,1,1,1,1,1,1,184,20,8,"£35,389,268",7500,7650,7000,MediterraneanHispanic,152,5,35109,39,0,"£315,768",67197145,16,14,13,12.3333333333333,11,13,14,15.1666666666667,1,14,13,15.1666666666667,2.5,2,2,1,"激怒对手
与裁判争论
倒地铲球",#NAME?
Curtis Jones,DM/M/AM LC,24,153,162,"England,Nigeria",Liverpool,28115788,11,13,15,11,16,11,8,11,6,10,15,13,10,15,13,15,11,14,13,14,15,14,10,15,11,15,15,13,14,16,16,9,14,13,13,11,13,8,14,7,12,1,4,3,1,1,2,2,1,2,1,1,15,14,7,18,15,14,14,15,1,1,1,1,1,10,19,12,20,12,16,15,14,7,185,12,20,"£68,358,334",7650,7500,6500,NorthernEuropean,146,7,36921,6,1,"£110,000",28115788,10.3333333333333,14,13.5,14.6666666666667,13.3333333333333,15.3333333333333,8.5,13.8333333333333,1.5,14,13.5,13.8333333333333,3.5,1,1,1.5,"控制节奏
长时间控球
喜欢接脚下球",#NAME?
Benjamin Pavard,D RC,29,153,160,France,Blu-neri Milano,85120944,4,12,10,9,14,4,16,13,13,15,14,6,15,14,13,16,14,16,16,14,15,11,12,12,15,17,12,16,12,13,15,15,14,14,14,13,14,8,13,7,14,2,1,2,1,1,3,3,1,4,2,2,16,17,13,12,15,13,14,14,1,11,20,16,10,13,12,1,10,1,1,1,1,1,186,9,20,"£37,917,072",7650,7550,6900,NorthernEuropean,154,4,35152,55,5,"£126,174",85120944,15,13.75,13,12.3333333333333,12.3333333333333,12.6666666666667,15.5,15.3333333333333,2,13.75,13,15.3333333333333,1.5,1,1.5,2.5,"利用脚下技术将球带出危险区
第一时间射门
把球带出防守区域",#NAME?
Jarrod Bowen,AM/ST RL,28,153,160,England,West Ham United,29125842,13,14,14,15,14,12,10,14,4,5,13,13,8,14,10,14,8,15,10,14,17,14,12,15,8,15,13,17,15,15,11,8,14,14,15,8,15,5,15,4,12,2,4,2,3,1,1,3,2,3,3,1,15,16,7,13,15,17,12,15,1,1,1,1,1,1,1,15,1,15,19,13,20,20,174,20,11,"£65,400,004",7650,7650,6400,NorthernEuropean,145,4,35419,16,1,"£125,000",29125842,7,12.25,14.5,13.3333333333333,15,14,9,13,2.5,12.25,14.5,13,3,3,1.5,1,"角度刁钻的射门
经常带球
从右路内切",#NAME?
Patrik Schick,ST ,29,153,160,Czechia,Bayer 04 Leverkusen,25042141,4,8,13,17,15,12,17,12,6,6,12,13,6,15,13,17,15,16,13,13,12,13,13,16,7,12,11,13,12,13,16,17,10,14,13,15,15,8,15,14,8,1,3,3,3,3,3,3,2,1,1,2,12,13,12,13,12,14,12,17,1,1,1,1,1,1,1,10,1,10,12,12,14,20,191,20,10,"£54,574,340",7650,7500,6750,NorthernEuropean,153,3,35088,46,24,"£165,738",25042141,6.33333333333333,14.25,13,12,16.3333333333333,14.3333333333333,17,13.6666666666667,2.5,14.25,13,13.6666666666667,3,3,2,2.5,"撞墙式配合
喜欢过顶球吊射",#NAME?
Mikel Merino,DM/M C,29,153,159,"Spain,Pays Basque",Arsenal,67211760,8,11,14,13,14,10,14,12,8,14,15,10,13,15,15,15,15,13,15,14,16,13,12,14,14,16,15,15,12,13,13,14,16,13,17,16,14,9,15,9,17,4,1,2,4,1,1,1,3,2,3,2,15,17,9,12,16,15,12,10,1,1,12,1,1,1,16,8,20,1,8,14,1,14,187,20,10,"£46,597,500",7650,7650,6800,MediterraneanHispanic,153,6,35238,35,4,"£140,000",67211760,13.6666666666667,14.75,12.5,14.3333333333333,13.3333333333333,14.3333333333333,14,15.1666666666667,2,14.75,12.5,15.1666666666667,1.5,4,2.5,1.5,控制节奏,#NAME?
Moise Kean,ST ,25,153,159,"Italy,Ivory Coast",ACF Fiorentina,43274977,9,10,14,15,13,11,13,13,9,5,12,12,6,15,16,15,15,15,13,13,12,14,11,15,6,12,10,13,16,15,16,12,18,15,15,15,13,15,13,13,11,2,2,1,1,2,1,3,3,2,1,1,14,14,7,11,12,13,12,15,1,1,1,1,1,1,1,1,1,1,13,10,12,20,183,12,20,"£37,430,956",7650,7650,5800,AfricanCaribbean,152,18,36584,21,7,"£95,894",43274977,5.66666666666667,15.25,15.5,12,15,14,12.5,13.3333333333333,3,15.25,15.5,13.3333333333333,1.5,1,2,1,"跑肋部空间接球
大力射门
喜欢从双侧内切
喜欢接脚下球
经常带球",#NAME?
Antoine Semenyo,AM/ST RL,25,153,158,"Ghana,England,Togo",AFC Bournemouth,29194724,6,11,16,15,15,7,9,13,14,5,12,10,7,14,14,11,12,15,10,12,13,17,8,15,7,12,13,12,16,15,14,9,14,15,14,14,11,13,11,9,14,2,3,2,3,2,1,3,3,2,4,3,11,14,11,14,9,12,11,10,1,1,1,1,1,1,1,12,1,12,17,1,20,19,178,15,20,"£59,950,000",7650,7000,6150,AfricanCaribbean,147,14,36532,27,3,"£100,000",29194724,6.33333333333333,14.25,15.5,14,15,15,9,11.6666666666667,3,14.25,15.5,11.6666666666667,2.5,3,2,2,"喜欢从双侧内切
经常带球",#NAME?
Pascal Groß,DM/M RC,34,153,155,Germany,Borussia Dortmund,92017376,17,17,12,11,15,16,10,14,6,11,16,14,11,15,13,14,13,16,16,16,15,13,16,13,12,18,16,16,9,12,12,10,18,10,17,11,17,8,15,5,18,3,1,3,2,2,3,3,3,1,1,2,17,15,2,15,16,18,18,16,1,12,10,15,10,12,18,10,20,12,10,15,12,8,181,10,20,"£6,164,632",7250,7250,6500,NorthernEuropean,148,4,33404,15,1,"£120,988",92017376,11.3333333333333,13,9.5,15,13.3333333333333,14,10,15.3333333333333,3,13,9.5,15.3333333333333,2,2,2.5,2.5,,#NAME?
Mauro Arambarri,DM/M C,29,153,153,"Uruguay,Spain",Getafe,78064881,8,10,12,13,14,11,10,14,4,13,15,11,15,14,16,14,16,13,16,14,16,11,11,15,14,16,12,16,14,13,14,7,14,14,16,14,12,13,13,14,12,2,3,3,4,1,1,2,3,1,1,3,8,15,8,15,9,16,8,12,1,1,1,1,1,1,19,1,20,10,1,13,1,1,174,12,20,"£10,370,481",7500,6950,6500,MediterraneanHispanic,151,7,34972,12,0,"£47,945",78064881,14,14.25,14,12.6666666666667,13.6666666666667,13.3333333333333,8.5,15.3333333333333,2.5,14.25,14,15.3333333333333,3,4,1.5,2,"长时间控球
后排插上进攻",#NAME?
Paulo Dybala,AM/ST RC,31,152,177,"Argentina,Poland,Italy",Associazione Sportiva Roma,14044150,15,14,18,16,17,17,10,16,3,4,17,17,3,19,9,16,8,13,11,14,14,18,12,15,3,14,16,12,13,18,17,6,11,13,10,7,15,5,11,15,13,1,1,4,4,2,2,2,1,1,1,2,14,13,12,14,12,17,13,14,1,1,1,1,1,1,1,1,1,6,12,20,16,19,177,20,11,"£27,009,176",7600,8650,7250,MediterraneanHispanic,150,4,34288,40,4,"£215,387",14044150,3.33333333333333,13,13,17,14.6666666666667,18,8,12.8333333333333,1.5,13,13,12.8333333333333,2.5,4,1.5,2,"经常尝试传身后球
角度刁钻的射门
回撤拿球
撞墙式配合
第一时间射门",#NAME?
Piero Hincapié,D/WB LC,23,152,168,Ecuador,Bayer 04 Leverkusen,86066853,5,11,12,7,12,5,13,7,14,15,14,10,17,13,17,14,18,14,14,13,18,11,11,11,14,15,13,18,14,13,15,15,14,16,15,15,15,15,14,8,15,3,2,1,3,2,2,3,2,1,1,1,16,16,8,10,13,13,6,7,1,18,20,1,16,1,10,10,1,1,1,1,1,1,184,20,8,"£51,852,408",7600,7200,6600,MixedRace,152,12,37265,48,2,"£82,868",86066853,15.3333333333333,14.5,15,12.6666666666667,10.6666666666667,12.3333333333333,14,15.3333333333333,2.5,14.5,15,15.3333333333333,1.5,3,2.5,1.5,把球带出防守区域,#NAME?
Andreas Christensen,D C,29,152,165,Denmark,Barcelona,27066387,5,9,11,9,13,5,14,8,12,15,13,9,14,13,11,16,11,17,16,16,11,8,9,9,16,15,13,13,12,12,12,13,14,15,13,13,15,6,14,14,15,3,1,2,1,1,1,1,1,3,1,1,16,15,5,16,14,14,16,18,1,1,20,10,1,5,15,1,10,1,1,1,1,1,188,12,20,"£32,405,676",7600,8000,7100,NorthernEuropean,150,4,35165,73,3,"£149,205",27066387,15,12.5,13.5,11.3333333333333,11.6666666666667,12.3333333333333,13.5,14.1666666666667,1,12.5,13.5,14.1666666666667,1.5,1,2,1,"利用脚下技术将球带出危险区
不喜欢倒地铲球",#NAME?
Noni Madueke,M/AM RLC,23,152,165,"England,Nigeria",Arsenal,37076092,10,13,17,13,15,8,11,11,4,3,13,11,5,15,9,11,13,15,11,14,12,16,5,15,5,12,14,13,15,16,16,13,15,16,13,14,12,7,12,14,7,1,1,2,2,1,1,1,2,3,3,4,12,14,12,10,10,10,9,11,1,1,1,1,1,1,1,16,12,16,18,15,20,10,176,20,11,"£74,635,000",7750,7750,6750,AfricanCaribbean,147,15,37325,7,0,"£100,000",37076092,4.33333333333333,14.75,15.5,14.3333333333333,14.3333333333333,15.6666666666667,12,12.1666666666667,1.5,14.75,15.5,12.1666666666667,1.5,2,1,2.5,"趟球变向加速过人
从右路内切",#NAME?
Luke Shaw,D LC,30,152,162,England,Manchester United,29076105,15,14,14,8,15,14,13,6,10,14,15,10,13,14,13,15,13,15,13,14,10,10,13,14,15,15,13,13,14,15,15,14,10,14,14,16,14,15,13,15,14,1,2,4,1,1,2,1,2,3,2,2,13,15,6,12,13,11,13,16,1,20,17,1,14,1,1,1,1,1,1,1,1,1,180,20,9,"£44,599,500",7600,7600,6750,NorthernEuropean,153,0,34892,34,3,"£200,000",29076105,14,15,14,12.6666666666667,12.3333333333333,14.3333333333333,13.5,13.3333333333333,1.5,15,14,13.3333333333333,3,1,1,2,"沿左路带球突进
避免使用弱势脚",#NAME?
Malik Tillman,M/AM/ST RLC,23,152,162,"United States,Germany",Bayer 04 Leverkusen,91187679,12,11,15,12,15,15,13,15,17,8,14,12,9,15,12,14,13,14,12,13,12,16,6,14,7,13,14,13,13,14,13,13,12,15,15,12,14,4,11,9,16,4,1,1,2,2,1,2,1,1,2,1,12,16,2,14,11,14,12,18,1,1,1,1,1,1,14,12,18,12,15,20,15,16,187,10,20,"£66,326,488",7550,6900,6100,AfricanCaribbean,144,13,37404,25,3,"£99,442",91187679,8,13.5,14,14.6666666666667,13.3333333333333,15,13,12.8333333333333,1.5,13.5,14,12.8333333333333,1,2,3,1,喜欢掷长距离界外球,#NAME?
"Matheus Cunha(Manchester United,Brazil)",AM/ST RLC,26,152,162,Brazil,Manchester United,19334410,13,13,17,15,15,13,11,15,5,4,14,13,6,16,16,11,15,14,6,11,16,17,11,13,5,10,12,15,15,16,15,12,12,15,13,12,13,14,14,6,14,3,2,1,2,2,2,1,3,1,2,3,14,17,15,10,12,11,7,5,1,1,1,1,1,1,1,10,1,12,17,20,15,18,183,14,20,"£117,929,800",7600,7150,6500,MixedRace,144,12,36307,15,1,"£200,000",19334410,5,14,15,14.3333333333333,14,16,11.5,11.5,2,14,15,11.5,1.5,2,2.5,2.5,"远射
与裁判争论
撞墙式配合
尝试花式动作
鼓动观众情绪
喜欢连续过多人
经常带球",#NAME?
Matheus Nunes,D/M/AM RC,26,152,161,"Portugal,Brazil",Manchester City,83188780,13,15,14,12,14,11,10,13,12,9,13,11,11,15,15,13,16,13,16,13,15,15,8,14,12,16,14,16,14,13,13,12,17,14,15,14,15,13,17,3,16,3,2,1,2,1,3,3,3,1,1,1,14,16,5,13,17,18,13,15,1,1,1,16,1,15,14,5,20,13,10,16,15,1,184,12,20,"£45,315,000",7600,7000,6500,MediterraneanHispanic,146,8,36034,16,2,"£130,000",83188780,10.6666666666667,13.75,14,14,13,14.3333333333333,11,14.8333333333333,3,13.75,14,14.8333333333333,1.5,2,2,2,"中路带球突进
远射
长距离传球
喜欢连续过多人
经常带球",#NAME?
Lisandro Martínez,D LC,27,152,160,Argentina,Manchester United,14167329,6,9,9,7,15,8,13,6,12,16,15,10,16,15,18,16,17,16,14,13,17,10,13,8,16,14,14,15,12,13,14,12,15,12,15,15,13,16,11,7,13,3,3,1,1,1,1,1,2,1,1,3,14,13,6,12,14,14,8,12,1,15,20,1,1,1,14,1,12,1,1,1,1,1,175,20,11,"£57,717,000",7600,7000,6500,MediterraneanHispanic,151,11,35813,26,1,"£120,000",14167329,16,14.25,12,13,10.3333333333333,13,12.5,15.1666666666667,1.5,14.25,12,15.1666666666667,2,1,2,2,"倒地铲球
长距离传球
把球带出防守区域",#NAME?
